Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Lutein+Zeaxanthin (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
11/22/2021,,Snack,"Stonefire Authentic Flatbreads, Naan Rounds, Original",1.00 x 2.0 naans,180,,,,,,,,,,,,,,,0,,,26,,2,,,,63,,460,,31,2,,2,29,4,0,,,1,0,,,,,,,,,,5,,,,,Ethnic Foods
11/22/2021,,Snack,Hummus,4.00 tbsp,106.76,0,0,38.55,0.11,0.04,0.49,0.16,0.07,0,10.02,28.41,1.1,17.85,0.83,0,0.16,1.49,54.5,0.23,1.23,19.3,0.49,93.64,94.77,4.03,263.47,0.64,11.82,3.51,6.58,1.94,8.3,5.26,0,1.75,2.19,0.66,0.04,0.05,2.06,0.07,0.12,0.19,0.32,0.25,0.08,0.23,4.4,0.17,0.06,0.13,0.2,Legumes and Legume Products
11/22/2021,,Snack,"Tea, Green, Matcha, Dry",4.00 g,12,,140,,0.24,0.05,,,0.04,0,,,,876,7,,1.12,116,16.8,0.02,0.68,9.2,,14,108,,0.24,,1.79,1.27,,,0.52,0.2,,,,,,,,,,0,0,,,0,1.22,0,,0,0,Beverages
11/22/2021,,Snack,Tap Water,25.00 fl oz,0,0,0,739.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0.07,0,7.41,0,0,0,0,29.63,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverages
11/23/2021,,Breakfast,"Organic Girl, Super Greens",0.75 x 2.0 cups,15,,,,,,,,,,,42,,646.85,32.25,0,,225.75,77.25,,0.75,,,,253.5,,63.75,,2.25,1.5,,0.75,0.75,0,0,,,0,0,,,,,,,,,,1.5,,,,,Vegetables and Vegetable Products
11/23/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
11/23/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.20 scoop,216,,,,0.96,1.08,16.32,6.12,1.2,1.8,,252,,480,48,336,12.24,70.8,216,,8.4,48,,264,564,,264,,18,4.8,,1.2,13.2,7.2,0,1.2,3.6,1.2,0,,,,,,,,,,24,,,,,Beverages
11/23/2021,,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
11/23/2021,,Breakfast,"Strawberries, Fresh","0.40 cup, halves",19.46,0,0,55.3,0.01,0.01,0.23,0.08,0.03,0,4.26,14.59,15.81,7.3,35.75,0,0.17,1.34,9.73,0.03,0.25,7.9,0.23,14.59,93.02,0.24,0.61,0.09,4.67,1.22,0.02,2.97,3.45,0.18,0,0.03,0.09,0.01,0,0.04,0.05,0,0.01,0.01,0.02,0.02,0,0.01,0.41,0.01,0,0.01,0.01,Fruits and Fruit Juices
11/23/2021,,Breakfast,"Blueberries, Fresh","0.80 cup, whole pieces",67.49,0,0,99.7,0.04,0.05,0.49,0.15,0.06,0,37.89,7.1,94.72,63.94,11.48,0,0.69,22.85,7.1,0.07,0.33,7.1,0.4,14.21,91.17,0.12,1.18,0.19,17.16,2.84,0.04,11.79,14.31,0.39,0,0.06,0.17,0.03,0,0.07,0.1,0.01,0.01,0.03,0.05,0.02,0.01,0.03,0.88,0.02,0,0.01,0.04,Fruits and Fruit Juices
11/23/2021,,Breakfast,"Coffee, Prepared From Grounds",12.00 fl oz,3.55,0,142.08,353.04,0.05,0.27,0.68,0.9,0,0,0,7.1,0,0,0,0,0.04,0.36,7.1,0.01,0.04,10.66,0.08,10.66,174.05,0,7.1,0.07,1.67,1.67,0,0,0,0.07,0,0.05,0,0.01,0,0,0,0.01,0.01,0.01,0.02,0,0,0.01,0.43,0,0,0.01,0.01,Beverages
11/23/2021,,Lunch,"Oatmeal Raisin Cookies, Homemade","0.80 each - approx 2 5/8"" diameter",49.49,0.02,0,1.96,0.03,0.02,0.19,0.05,0.09,0.23,10.5,6.39,6.11,76.91,0.04,0.52,0.13,2.2,8.69,0.02,0.27,4.26,0.1,15.23,27.86,1.69,27.85,0.1,8.54,0.36,3.23,4.95,8.19,1.6,2.24,0.3,0.64,0.39,0,0.07,0.56,0.02,0.02,0.03,0.05,0.03,0.01,0.03,0.67,0.02,0.01,0.02,0.03,Sweets
11/23/2021,,Lunch,"Lundberg, Organic Rice Cakes, Cinnamon Toast",2.00 each,166.19,0,0,4.74,0.18,0.03,2.51,0.63,0.29,0,0,6.34,0,0,0,0,0.24,0.24,4.41,0.09,0.79,44.35,1.59,133.45,114.56,3.24,3.23,0.97,36.08,1.82,25.88,6.05,34.26,1.1,0,0.4,0.39,0.22,0,0.02,0.38,0.03,0.07,0.12,0.24,0.11,0.06,0.15,2.86,0.11,0.04,0.11,0.17,Snacks
11/23/2021,,Lunch,"Stonefire Authentic Flatbreads, Naan Rounds, Original",0.50 x 2.0 naans,90,,,,,,,,,,,,,,,0,,,13,,1,,,,31.5,,230,,15.5,1,,1,14.5,2,0,,,0.5,0,,,,,,,,,,2.5,,,,,Ethnic Foods
11/23/2021,,Lunch,Hummus,2.00 tbsp,53.38,0,0,19.27,0.05,0.02,0.24,0.08,0.04,0,5.01,14.21,0.55,8.92,0.42,0,0.08,0.74,27.25,0.12,0.62,9.65,0.25,46.82,47.39,2.02,131.73,0.32,5.91,1.76,3.29,0.97,4.15,2.63,0,0.88,1.1,0.33,0.02,0.02,1.03,0.03,0.06,0.09,0.16,0.12,0.04,0.12,2.2,0.08,0.03,0.06,0.1,Legumes and Legume Products
11/23/2021,,Lunch,"Salmon, Atlantic, Wild, Cooked",1.00 oz,51.6,0,0,16.9,0.08,0.14,2.86,0.54,0.27,0.86,0,8.22,0,12.47,0,98.66,1.12,0.21,4.25,0.09,0.29,10.49,0.01,72.57,178.04,13.27,15.88,0.23,0,0,0,0,0,2.3,20.13,0.76,0.92,0.36,0,0.76,0.16,0.08,0.21,0.33,0.59,0.66,0.21,0.28,7.21,0.32,0.08,0.24,0.37,Finfish and Shellfish Products
11/23/2021,,Lunch,"Carrots, Raw",1.00 cup,63.52,0,0,136.79,0.1,0.09,1.52,0.42,0.21,0,12835.85,29.44,396.62,25882.41,9.14,0,1.33,12.86,51.13,0.07,0.46,18.59,0.22,54.23,495.77,0.15,106.9,0.37,14.84,4.34,2.22,7.34,10.5,0.37,0,0.02,0.16,0.05,0,0,0,0.13,0.06,0.12,0.16,0.16,0.03,0.09,1.44,0.3,0.02,0.07,0.11,Vegetables and Vegetable Products
11/23/2021,,Lunch,"Apple, Fresh, With Skin","0.75 medium - 3"" diameter",70.98,0,0,116.79,0.02,0.04,0.12,0.08,0.06,0,36.86,4.1,39.59,73.71,6.28,0,0.29,3,8.19,0.04,0.16,6.82,0.05,15.02,146.06,0,1.37,0.05,18.85,3.28,0.07,14.18,15.57,0.23,0,0.01,0.07,0.04,0,0.01,0.06,0,0.01,0.01,0.02,0.02,0,0.01,0.35,0.01,0,0,0.02,Fruits and Fruit Juices
11/23/2021,,Lunch,"Sweet Potato, Baked","0.70 cup, chopped",110.88,0,0,93.36,0.13,0.13,1.83,1.09,0.35,0,14178.53,7.39,0,23675.65,24.15,0,0.87,2.83,46.81,0.2,0.85,33.26,0.61,66.53,585.18,0.25,44.35,0.39,25.51,4.07,8.69,7.98,21.45,0.18,0,0,0.11,0.06,0,0,0,0.03,0.05,0.09,0.15,0.1,0.05,0.14,2.48,0.13,0.05,0.05,0.14,Vegetables and Vegetable Products
11/23/2021,,Snack,"Matcha Love, Matcha Green Tea Powder Mix, Sweetened",0.50 tbsp,30,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7,0.28,,6.5,6.72,0,0,,,0,0,,,,,,,,,,0.5,,,,,Supplements
11/23/2021,,Snack,Tap Water,8.00 fl oz,0,0,0,236.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11,0.02,0,2.37,0,0,0,0,9.48,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverages
11/24/2021,,Breakfast,"Coffee, Prepared From Grounds",32.00 fl oz,9.47,0,378.89,941.44,0.13,0.72,1.81,2.41,0.01,0,0,18.94,0,0,0,0,0.09,0.95,18.94,0.02,0.09,28.42,0.22,28.42,464.14,0,18.94,0.19,4.45,4.45,0,0,0,0.19,0,0.14,0.01,0.02,0,0,0,0.02,0.02,0.02,0.05,0.01,0,0.03,1.14,0.01,0,0.02,0.03,Beverages
11/24/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
11/24/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.20 scoop,216,,,,0.96,1.08,16.32,6.12,1.2,1.8,,252,,480,48,336,12.24,70.8,216,,8.4,48,,264,564,,264,,18,4.8,,1.2,13.2,7.2,0,1.2,3.6,1.2,0,,,,,,,,,,24,,,,,Beverages
11/24/2021,,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
11/24/2021,,Breakfast,"Blueberries, Fresh","2.00 cup, whole pieces",168.72,0,0,249.26,0.11,0.12,1.24,0.37,0.15,0,94.72,17.76,236.8,159.84,28.71,0,1.72,57.13,17.76,0.17,0.83,17.76,0.99,35.52,227.92,0.3,2.96,0.47,42.89,7.1,0.09,29.48,35.79,0.98,0,0.14,0.43,0.08,0,0.17,0.26,0.02,0.03,0.07,0.13,0.04,0.04,0.08,2.19,0.06,0.01,0.03,0.09,Fruits and Fruit Juices
11/24/2021,,Breakfast,Sourdough Bread,"1.00 small slice - 2"" x 2 1/2"" x 1 3/4""",87.04,0,0,10.56,0.23,0.14,1.54,0.15,0.03,0,0,54.4,14.4,0,0,0,0.07,0.22,16.64,0.05,1.25,10.24,0.18,33.6,37.44,9.15,192.64,0.33,16.6,0.7,14.15,1.48,15.9,0.77,0,0.12,0.27,0.17,0,0.02,0.25,0.08,0.07,0.12,0.22,0.09,0.05,0.16,3.44,0.09,0.04,0.06,0.14,Baked Products
11/24/2021,,Breakfast,Jam or Preserves,1.00 tsp,18.53,0,0,2.03,0,0.01,0,0,0,0,0,0.73,0,0,0.59,0,0.01,0,1.33,0.01,0.03,0.27,0,1.27,5.13,0.13,2.13,0,4.59,0.07,0,3.23,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,Sweets
11/24/2021,,Lunch,Eggplant Parmigiana,"2.00 slice - 3"" diameter x 1/2"" thick",134.19,0,0,76.31,0.12,0.13,0.8,0.23,0.1,0.32,139.61,21.88,47.66,398.33,3.95,7.5,0.99,9.62,131.39,0.07,0.68,15.51,0.12,121.25,197.35,9.79,260.99,0.81,11.03,1.77,2.93,3.99,9.25,7.84,31.91,1.96,2.36,2.76,0.14,0.27,1.98,0.05,0.14,0.28,0.47,0.3,0.13,0.28,5.91,0.24,0.1,0.26,0.33,"Meals, Entrees, and Sidedishes"
11/24/2021,,Lunch,"Sausage, Pork, Fresh",1.00 oz,92.14,0,0,14.14,0.07,0.05,1.73,0.23,0.06,0.28,0,0.28,0,26.37,0,16.44,0.26,0,2.55,0.02,0.34,4.54,0.01,42.24,96.96,5.87,230.77,0.69,0.4,0,0,0.31,0.4,7.73,24.38,3.27,1.45,2.5,0.03,0.05,1.28,0.07,0.15,0.21,0.39,0.35,0.12,0.19,5.25,0.17,0.05,0.15,0.25,Sausages and Luncheon Meats
11/24/2021,,Dinner,"Mussel, Cooked","0.70 cup, whole pieces",180.61,0,0,64.21,0.32,0.44,3.15,1,0.11,25.2,0,79.8,0,319.21,14.28,0,1.16,0.21,34.65,0.16,7.06,38.85,7.14,299.26,281.41,94.08,387.46,2.8,7.76,0,2.72,0,7.76,4.7,58.8,1.06,1.27,0.89,0.07,0.98,0.16,0.33,0.48,1.09,1.76,1.87,0.56,0.9,24.99,1.08,0.28,0.8,1.09,Finfish and Shellfish Products
11/24/2021,,Dinner,"Shrimp, Cooked from Fresh","0.50 cup, whole pieces",71.77,0,0,53.89,0.02,0.02,1.75,0.34,0.16,1.09,0,15.95,0,36.25,0,0.46,0.29,0.07,50.75,0.27,0.37,28.27,0.02,171.82,187.77,32.41,80.47,1.19,0.14,0,0.14,0,0.14,0.2,137.02,0.03,0.06,0.04,0,0.02,0.02,0.21,0.38,0.8,1.49,1.66,0.51,0.76,17.38,0.69,0.2,0.66,0.81,Finfish and Shellfish Products
11/24/2021,,Dinner,"Brussels Sprouts, Cooked from Fresh",1.20 cup,96.31,0,0,237.82,0.29,0.21,1.62,0.67,0.48,0,1243.95,160.51,3450.95,2073.24,165.86,0,1.15,375.32,96.31,0.22,3.21,53.5,0.61,149.81,848.02,4.01,56.18,0.88,18.99,6.96,0.94,4.65,12.04,1.34,0,0.1,0.68,0.27,0,0.46,0,0.04,0.15,0.27,0.3,0.31,0.06,0.2,6.82,0.24,0.07,0.1,0.31,Vegetables and Vegetable Products
11/24/2021,,Dinner,"Cauliflower, Cooked from Fresh","1.20 cup, cut pieces",34.23,0,0,138.39,0.06,0.08,0.61,0.76,0.26,0,10.42,65.47,43.15,17.86,65.92,0,0.1,20.54,23.81,0.03,0.48,13.39,0.2,47.62,211.3,0.89,22.32,0.25,6.12,3.42,0.24,3.1,2.69,0.67,0,0.05,0.32,0.1,0,0.25,0,0.03,0.06,0.1,0.16,0.15,0.04,0.1,2.74,0.1,0.04,0.06,0.14,Vegetables and Vegetable Products
11/24/2021,,Dinner,"Tossed Salad, Plain, without Dressing","1.00 cup, chopped",7.98,0,0,54.51,0.02,0.01,0.07,0.05,0.02,0,170.43,16.53,157.89,286.14,1.6,0,0.13,13.74,10.26,0.01,0.23,3.99,0.07,11.4,80.37,0.06,5.7,0.09,1.69,0.68,0,1.12,1.01,0.08,0,0,0.04,0.01,0,0.03,0,0,0.01,0.01,0.01,0.01,0,0.01,0.51,0.01,0.01,0,0.01,Vegetables and Vegetable Products
11/24/2021,,Dinner,"Beets, Cooked, Boiled, Drained",1.50 x 0.5 cup slices,56.1,,,111,0.03,0.05,0.42,0.18,0.09,,26.78,102,,44.63,4.59,,0.05,0.26,20.4,0.09,1.01,29.33,0.42,48.45,388.88,0.89,98.18,0.45,12.7,2.55,,10.15,10.15,0.23,,0.04,0.08,0.04,,0.01,0.07,0.03,0.03,0.06,0.09,0.08,0.02,0.06,2.14,0.06,0.03,0.05,0.08,Vegetables and Vegetable Products
11/24/2021,,Dinner,"York, Peppermint Pattie","4.00 regular piece - each 0.5 oz - 1 1/2"" diameter",196.25,0,4.78,4.92,0.01,0.02,0.08,0.04,0,0.03,2.89,1.44,3.45,5.56,0,2.91,0.06,0.9,8.01,0.12,0.9,16.63,0.16,23.29,66.79,1.02,14.02,0.27,42.25,0.78,0.42,35.18,41.47,3.5,0.89,1.06,0.12,2.06,0.01,0.01,0.11,0.01,0.02,0.04,0.06,0.05,0.02,0.04,0.82,0.03,0.01,0.03,0.05,Sweets
11/24/2021,,Snack,"Tortilla Chips, Yellow, Plain, Salted",1.50 oz,211.35,,,0.82,0.06,0.02,0.64,0.17,0.09,,16.58,9.36,509.45,67.19,,,1.26,0.26,44.23,0.04,0.56,35.72,0.15,99.51,87.6,3.57,131.83,0.62,28.65,2,25.75,0.51,26.65,9.5,,3.65,3.9,1.18,0.03,0.14,3.74,,,,,,,,2.82,,,,,Snacks
11/24/2021,,Snack,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
11/25/2021,,Breakfast,"Coffee, Decaf, Prepared from Grounds",20.00 fl oz,0,0,5.92,587.87,0,0,1.31,0.01,0,0,0,0,0,0,0,0,0,0.59,11.84,0.04,0.3,29.6,0.16,5.92,319.69,0.59,11.84,0.12,2.78,2.78,0,0,0,0,0,0,0.01,0.01,0,0,0,0.01,0.01,0.01,0.03,0.01,0,0.02,0.59,0.01,0,0.01,0.02,Beverages
11/25/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
11/25/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.50 cup,110.94,0,0,338.84,0.1,0.77,0.26,0.12,0.15,4.5,3.23,36.82,0,749.99,1.1,180.06,0.23,12.39,450,0.26,1.62,60,0.53,158.02,450,8.4,127.43,0.9,5.39,3.87,0,1.52,1.52,5.78,0,1.28,3.27,0.84,0,0.39,2.84,0.17,0.29,0.52,0.87,0.71,0.15,0.56,11.74,0.47,0.16,0.4,0.54,Beverages
11/25/2021,,Breakfast,"Pecans, Raw","3.00 tbsp, chopped",141.23,0,0,0.72,0.13,0.03,0.24,0.18,0.04,0,5.93,4.5,3.47,11.45,0.22,0,0.29,0.72,14.31,0.25,0.52,24.73,0.92,56.61,83.8,0.78,0,0.93,2.83,1.96,0.09,0.81,0.87,14.71,0,8.34,4.42,1.26,0,0.2,4.22,0.03,0.05,0.07,0.12,0.06,0.04,0.09,1.87,0.06,0.02,0.04,0.08,Nut and Seed Products
11/26/2021,,Breakfast,"Coffee, Prepared From Grounds",30.00 fl oz,8.88,0,355.21,882.6,0.12,0.67,1.7,2.26,0.01,0,0,17.76,0,0,0,0,0.09,0.89,17.76,0.02,0.09,26.64,0.2,26.64,435.13,0,17.76,0.18,4.17,4.17,0,0,0,0.18,0,0.13,0.01,0.02,0,0,0,0.02,0.02,0.02,0.04,0.01,0,0.03,1.07,0.01,0,0.02,0.03,Beverages
11/26/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.20 scoop,216,,,,0.96,1.08,16.32,6.12,1.2,1.8,,252,,480,48,336,12.24,70.8,216,,8.4,48,,264,564,,264,,18,4.8,,1.2,13.2,7.2,0,1.2,3.6,1.2,0,,,,,,,,,,24,,,,,Beverages
11/26/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
11/26/2021,,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
11/26/2021,,Breakfast,"Blueberries, Fresh","0.75 cup, whole pieces",63.27,0,0,93.47,0.04,0.05,0.46,0.14,0.06,0,35.52,6.66,88.8,59.94,10.77,0,0.64,21.42,6.66,0.06,0.31,6.66,0.37,13.32,85.47,0.11,1.11,0.18,16.08,2.66,0.03,11.06,13.42,0.37,0,0.05,0.16,0.03,0,0.06,0.1,0.01,0.01,0.03,0.05,0.01,0.01,0.03,0.82,0.02,0,0.01,0.03,Fruits and Fruit Juices
11/26/2021,,Lunch,"Fudge , Cake-Type, Cookies",3.00 each,219.87,0,7.25,7.43,0.14,0.12,0.76,0.15,0.02,0.05,0,42.21,9.45,1.26,0.06,0.68,0.04,0.82,21.42,0.18,1.56,20.16,0.2,52.29,86.94,2.27,120.96,0.35,49.33,1.76,16.82,30.61,47.57,2.33,5.34,1.14,0.29,0.7,0.46,0.01,0.22,0.04,0.06,0.11,0.19,0.14,0.04,0.13,3.15,0.09,0.03,0.08,0.14,Sweets
11/26/2021,,Dinner,"Lundberg, Organic Rice Cakes, Cinnamon Toast",1.00 each,83.1,0,0,2.37,0.09,0.02,1.26,0.32,0.15,0,0,3.17,0,0,0,0,0.12,0.12,2.21,0.05,0.39,22.18,0.79,66.73,57.28,1.62,1.61,0.49,18.04,0.91,12.94,3.02,17.13,0.55,0,0.2,0.2,0.11,0,0.01,0.19,0.02,0.04,0.06,0.12,0.05,0.03,0.07,1.43,0.05,0.02,0.05,0.08,Snacks
11/26/2021,,Dinner,Walnuts,"0.40 cup, halves",261.58,0,0,1.63,0.14,0.06,0.45,0.23,0.21,0,4.8,39.2,3.6,8,0.52,0,0.28,1.08,39.2,0.63,1.16,63.2,1.37,138.39,176.39,1.96,0.8,1.24,5.48,2.68,0.02,1.04,2.8,26.08,0,3.57,18.87,2.45,0,3.63,15.24,0.08,0.16,0.25,0.47,0.17,0.09,0.28,6.09,0.24,0.07,0.16,0.3,Nut and Seed Products
11/26/2021,,Dinner,Crab Cake or Patty,"0.33 cake - 3 1/2"" diameter x 1/2""",85.36,0,0,24.06,0.06,0.08,0.9,0.34,0.11,0.9,9.16,22.61,29.97,100.06,0.82,7.17,0.55,3.27,32.81,0.17,0.5,10.44,0.07,68.9,78.75,12.13,176.02,0.89,4.35,0.28,3.3,0.59,4.07,5.21,48.91,2.18,1.18,1.37,0.64,0.12,0.82,0.08,0.12,0.23,0.39,0.36,0.13,0.23,5.16,0.21,0.06,0.19,0.25,"Meals, Entrees, and Sidedishes"
11/26/2021,,Dinner,French Bread,"0.50 small slice - 2"" x 2 1/2"" x 1 3/4""",43.52,0,0,5.28,0.11,0.07,0.77,0.07,0.02,0,0,27.2,7.2,0,0,0,0.03,0.11,8.32,0.02,0.63,5.12,0.09,16.8,18.72,4.58,96.32,0.17,8.3,0.35,7.08,0.74,7.95,0.39,0,0.06,0.14,0.08,0,0.01,0.13,0.04,0.03,0.06,0.11,0.05,0.02,0.08,1.72,0.05,0.02,0.03,0.07,Baked Products
11/26/2021,,Dinner,"Spinach, Raw","2.00 cup, cut pieces",13.8,0,0,54.84,0.05,0.11,0.43,0.04,0.12,0,3375.73,116.4,7319.07,5626.41,16.86,0,1.18,289.75,59.4,0.08,1.63,47.4,0.54,29.4,334.81,0.6,47.4,0.32,2.18,1.32,0.06,0.25,0.86,0.23,0,0.01,0.1,0.04,0,0.08,0,0.02,0.04,0.09,0.13,0.1,0.03,0.08,1.72,0.07,0.02,0.06,0.1,Vegetables and Vegetable Products
11/26/2021,,Dinner,"Salmon, Atlantic, Wild, Cooked",4.00 oz,206.38,0,0,67.61,0.31,0.55,11.43,2.18,1.07,3.46,0,32.89,0,49.9,0,394.63,4.5,0.83,17.01,0.36,1.17,41.96,0.02,290.3,712.14,53.07,63.5,0.93,0,0,0,0,0,9.22,80.51,3.06,3.69,1.43,0,3.05,0.64,0.31,0.85,1.33,2.34,2.65,0.85,1.13,28.85,1.26,0.32,0.97,1.49,Finfish and Shellfish Products
11/26/2021,,Dinner,"Pudding Pie, Chocolate","0.80 piece - single crust - 1/8 of 9"" pie",178.89,0,0.69,46.43,0.12,0.15,0.8,0.22,0.02,0.24,1.83,28.09,2.65,87.16,0.09,22.47,0.11,3.77,58.29,0.06,0.72,12.29,0.13,62.83,100.98,5.63,281.32,0.37,20.44,0.74,10.9,9.07,19.71,9.33,8.21,3.62,1.68,3.57,0.91,0.09,1.47,0.04,0.08,0.13,0.25,0.17,0.07,0.15,3.03,0.11,0.04,0.12,0.16,Sweets
11/26/2021,,Dinner,Nestle Toll House Chocolate Chips,2.00 Tablespoon,140,,,,,,,,,,,,,,,,,,,,,,,,,,0,,18,,,16,18,8,0,,,5,,,,,,,,,,,,,,,,Sweets
11/26/2021,,Snack,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
11/27/2021,,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
11/27/2021,,Breakfast,"Ka'chava, Tribal Superfood, Chocolate",1.00 x 2.0 Scoops,240,,,,0.75,0.85,10,5,1,3,,333,,2500,30,200,10,,800,0.8,7.5,290,0.92,600,550,35,475,7.5,25,9,,7,16,7,0,,,4.4,0,,,,,,,,,,25,,,,,Supplements
